"numerical_seed","pair_count","resolution","time_steps","time_step","q","h","rho","tau","conditional_variance_mean","conditional_variance_se","denominator_moment_mean","denominator_moment_se","numerator_rate_unit","denominator_rate_unit","transfer","transfer_se","corrected_ratio","corrected_ratio_se","runtime_seconds","replication"
941001,50000,"steps_64",64,3.9525e-05,0.0678803566867709,0.01581,0.4,0.0025296,0.000813572611573199,8.14172585444961e-06,0.251445553890803,0.00111926629494042,0.964863154142788,1.00578221556321,0.959316181189869,0.00860680731237726,0.153490588990379,0.00137708916998036,145.45,"primary"
941001,50000,"steps_64",64,6.17578125e-05,0.0678803566867709,0.01581,0.5,0.0039525,0.00126913927309782,1.27047721504411e-05,0.251569828091464,0.00111822529950815,0.963293565918651,1.00627931236585,0.957282490140695,0.0085904456975721,0.239320622535174,0.00214761142439302,145.45,"primary"
941001,50000,"steps_64",64,8.893125e-05,0.0678803566867709,0.01581,0.6,0.0056916,0.00182387831253247,1.82648258802164e-05,0.251718661264055,0.0011169541088207,0.961352684235965,1.00687464505622,0.954788849790021,0.00857029272161933,0.343723985924408,0.00308530537978296,145.45,"primary"
941001,50000,"steps_64",64,0.0001210453125,0.0678803566867709,0.01581,0.7,0.0077469,0.00247654007832582,2.4811413133525e-05,0.251891893146378,0.00111545563499138,0.95904429319824,1.00756757258551,0.951841166084019,0.00854639833683683,0.466402171381169,0.00418773518505005,145.45,"primary"
941001,50000,"steps_64",64,0.0001581,0.0678803566867709,0.01581,0.8,0.0101184,0.00322565420471687,3.23321439441338e-05,0.252089338642311,0.00111373329407395,0.956372807375733,1.00835735456924,0.94844630531235,0.00851882108436129,0.607005635399904,0.00545204549399122,145.45,"primary"
941001,50000,"steps_64",64,0.0002000953125,0.0678803566867709,0.01581,0.9,0.0128061,0.00406953629196698,4.08127581821892e-05,0.252310788370038,0.00111179098645565,0.953343240791571,1.00924315348015,0.944612046665044,0.00848762762929595,0.765135757798686,0.00687497837972972,145.45,"primary"
941001,50000,"steps_64",64,0.00024703125,0.0678803566867709,0.01581,1,0.01581,0.00500629542822527,5.02371772354825e-05,0.252556009274105,0.00110963307479217,0.949961181826427,1.01022403709642,0.940347038818044,0.00845289224369742,0.940347038818044,0.00845289224369742,145.45,"primary"
941001,50000,"steps_64",64,0.0002989078125,0.0678803566867709,0.01581,1.1,0.0191301,0.00603384251125136,6.05875612185601e-05,0.252824745298484,0.00110726435973607,0.946232771065184,1.01129898119393,0.935660757759358,0.00841469627164121,1.13214951688882,0.0101817824886859,145.45,"primary"
941001,50000,"steps_64",64,0.000355725,0.0678803566867709,0.01581,1.2,0.0227664,0.00714989932490758,7.18443716007301e-05,0.253116718117677,0.00110469005372369,0.942164680174411,1.01246687247071,0.930563464141064,0.0083731276014278,1.34001138836313,0.012057303746056,145.45,"primary"
941001,50000,"steps_64",64,0.0004174828125,0.0678803566867709,0.01581,1.3,0.0267189,0.00835200832170336,8.39864392626687e-05,0.253431627922565,0.00110191575309475,0.937764090778815,1.01372651169026,0.925066159328527,0.00832828015721118,1.56336180926521,0.0140747934656869,145.45,"primary"
941001,50000,"steps_64",64,0.00048418125,0.0678803566867709,0.01581,1.4,0.0309876,0.00963754305890158,9.699103802521e-05,0.253769154257508,0.00109894740882159,0.933038672782169,1.01507661703003,0.919180539802114,0.0082802534095438,1.80159385801214,0.0162292966827058,145.45,"primary"
