"numerical_seed","pair_count","resolution","time_steps","time_step","q","h","rho","tau","conditional_variance_mean","conditional_variance_se","denominator_moment_mean","denominator_moment_se","numerator_rate_unit","denominator_rate_unit","transfer","transfer_se","corrected_ratio","corrected_ratio_se","runtime_seconds","replication"
941001,50000,"steps_64",64,5.59e-05,0.0648300360078234,0.02236,0.4,0.0035776,0.00114928189504069,1.15043639643114e-05,0.251537813884494,0.00111850159326556,0.963731463864618,1.00615125553798,0.957839548040244,0.00859524408503124,0.153254327686439,0.001375239053605,138.81,"primary"
941001,50000,"steps_64",64,8.734375e-05,0.0648300360078234,0.02236,0.5,0.00559,0.00179159171216456,1.79419209115923e-05,0.251710740478162,0.00111703145757575,0.961498235508708,1.00684296191265,0.954963456944864,0.0085721313113163,0.238740864236216,0.00214303282782907,138.81,"primary"
941001,50000,"steps_64",64,0.000125775,0.0648300360078234,0.02236,0.6,0.0080496,0.00257250841010217,2.57760191155889e-05,0.251918242110471,0.00111523990923369,0.95874642594744,1.00767296844188,0.951446010732931,0.00854375084513755,0.342520563863855,0.00307575030424952,138.81,"primary"
941001,50000,"steps_64",64,0.00017119375,0.0648300360078234,0.02236,0.7,0.0109564,0.003489552860612,3.49858791603707e-05,0.252160005605538,0.00111313272380827,0.955483423554818,1.00864002242215,0.947298741190456,0.00851020104947266,0.464176383183324,0.00416999851424161,138.81,"primary"
941001,50000,"steps_64",64,0.0002236,0.0648300360078234,0.02236,0.8,0.0143104,0.00453982089034189,4.55470188752535e-05,0.252435669344218,0.00111071663926568,0.951717818581287,1.00974267737687,0.942535004119738,0.00847159619995934,0.603222402636633,0.00542182156797398,138.81,"primary"
941001,50000,"steps_64",64,0.00028299375,0.0648300360078234,0.02236,0.9,0.0181116,0.00572000154979877,5.74313775041776e-05,0.252744824754262,0.00110799930230152,0.947459343702175,1.01097929901705,0.937169875410277,0.00842806529776943,0.759107599082324,0.00682673289119323,138.81,"primary"
941001,50000,"steps_64",64,0.000349375,0.0648300360078234,0.02236,1,0.02236,0.00702639760721738,7.06074552691793e-05,0.253087017970303,0.00110498920867568,0.942718820288558,1.01234807188121,0.931220048196207,0.00837975082614912,0.931220048196207,0.00837975082614912,138.81,"primary"
941001,50000,"steps_64",64,0.00042274375,0.0648300360078234,0.02236,1.1,0.0270556,0.0084549481015573,8.50404679177216e-05,0.253461751653216,0.00110169563845382,0.93750810570351,1.01384700661286,0.924703727079699,0.0083268075149512,1.11889150976644,0.010075437093091,138.81,"primary"
941001,50000,"steps_64",64,0.0005031,0.0648300360078234,0.02236,1.2,0.0321984,0.0100012527737075,0.000100692516145962,0.253868486957351,0.00109812858708316,0.931840039291471,1.0154739478294,0.917640517792995,0.00826940114099628,1.32140234562191,0.0119079376430347,138.81,"primary"
941001,50000,"steps_64",64,0.00059044375,0.0648300360078234,0.02236,1.3,0.0377884,0.0116605981790743,0.000117522769764982,0.254306645633547,0.00109429869322938,0.925728385886219,1.01722658253419,0.910051311852249,0.00820770735759637,1.5379867170303,0.0138710254343379,138.81,"primary"
941001,50000,"steps_64",64,0.000684775,0.0648300360078234,0.02236,1.4,0.0438256,0.013427985265077,0.000135487666087162,0.254775612255185,0.00109021716428083,0.919187775985523,1.01910244902074,0.901958166098781,0.00814191052652243,1.76783800555361,0.015958144631984,138.81,"primary"
941001,50000,"steps_64",64,0.00078609375,0.0648300360078234,0.02236,1.5,0.05031,0.0152981581735639,0.000154541121377564,0.255274736554155,0.00108589570038892,0.91223364183446,1.02109894621662,0.893384177130406,0.00807220252315897,2.01011439854341,0.0181624556771077,138.81,"primary"
941001,50000,"steps_64",64,0.0008944,0.0648300360078234,0.02236,1.6,0.0572416,0.0172656340044289,0.000174634753529891,0.255803335853322,0.00108134641786493,0.904882148879253,1.02321334341329,0.884353350847342,0.00799878149573225,2.26394457816919,0.0204768806290746,138.81,"primary"
941001,50000,"steps_64",64,0.00100969375,0.0648300360078234,0.02236,1.7,0.0646204,0.0193247332576072,0.00019571811355269,0.256360697581795,0.00107658177269789,0.897150122450828,1.02544279032718,0.874890467721346,0.00792185057503762,2.52843345171469,0.0228941481618587,138.81,"primary"
941001,50000,"steps_64",64,0.001131975,0.0648300360078234,0.02236,1.8,0.0724464,0.0214696106597325,0.000217738923088021,0.256946081859127,0.00107161448489851,0.889054970008137,1.02778432743651,0.865020944837338,0.00784161654627125,2.80266786127298,0.0254068376099189,138.81,"primary"
941001,50000,"steps_64",64,0.00126124375,0.0648300360078234,0.02236,1.9,0.0807196,0.0236942860806238,0.000240643315068136,0.257558724134281,0.00106645746431485,0.880614599699101,1.03023489653713,0.854770696138389,0.007758288506289,3.08572221305959,0.0280074215077033,138.81,"primary"
941001,50000,"steps_64",64,0.0013975,0.0648300360078234,0.02236,2,0.08944,0.0259926752532334,0.000264376074735079,0.258197837864841,0.00106112373850657,0.871847336311496,1.03279135145936,0.844165992559437,0.00767207653676828,3.37666397023775,0.0306883061470731,138.81,"primary"
941001,50000,"steps_64",64,0.00154074375,0.0648300360078234,0.02236,2.1,0.0986076,0.0283586200274295,0.000288880878560603,0.258862617221579,0.00105562638320755,0.862771835865475,1.03545046888632,0.833233323843518,0.00758319042634718,3.67455895814991,0.0334418697801911,138.81,"primary"
